WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200119,S08000030,,All ages,d,Female,,All,d,642,669,-4
20200119,S08000030,,All ages,d,Male,,All,d,647,640,1.1
20200119,S08000031,,Under 5,,All,d,All,d,260,290,-10.3
20200119,S08000031,,5 - 14,,All,d,All,d,182,161.5,12.7
20200119,S08000031,,15 - 44,,All,d,All,d,777,799,-2.8
20200119,S08000031,,45 - 64,,All,d,All,d,1123,1095.5,2.5
20200119,S08000031,,65 - 74,,All,d,All,d,651,693.5,-6.1
20200119,S08000031,,75 - 84,,All,d,All,d,654,668,-2.1
20200119,S08000031,,85 and over,,All,d,All,d,435,435.5,-0.1
20200119,S08000031,,All ages,d,All,d,All,d,4082,4143,-1.5
20200119,S08000031,,All ages,d,Female,,All,d,2098,2170,-3.3
20200119,S08000031,,All ages,d,Male,,All,d,1968,1958.5,0.5
20200119,S08000032,,Under 5,,All,d,All,d,151,190,-20.5
20200119,S08000032,,5 - 14,,All,d,All,d,44,50.5,-12.9
20200119,S08000032,,15 - 44,,All,d,All,d,339,309,9.7
20200119,S08000032,,45 - 64,,All,d,All,d,410,456,-10.1
20200119,S08000032,,65 - 74,,All,d,All,d,280,279.5,0.2
20200119,S08000032,,75 - 84,,All,d,All,d,290,266,9
20200119,S08000032,,85 and over,,All,d,All,d,141,157.5,-10.5
20200119,S08000032,,All ages,d,All,d,All,d,1655,1708.5,-3.1
20200119,S08000032,,All ages,d,Female,,All,d,886,866,2.3
20200119,S08000032,,All ages,d,Male,,All,d,737,819.5,-10.1
20200119,S92000003,d,Under 5,,All,d,All,d,1022,1172,-12.8
20200119,S92000003,d,5 - 14,,All,d,All,d,574,584.5,-1.8
20200119,S92000003,d,15 - 44,,All,d,All,d,2886,2776.5,3.9
20200119,S92000003,d,45 - 64,,All,d,All,d,3861,3868,-0.2
20200119,S92000003,d,65 - 74,,All,d,All,d,2620,2680,-2.2
20200119,S92000003,d,75 - 84,,All,d,All,d,2764,2683,3
20200119,S92000003,d,85 and over,,All,d,All,d,1692,1764,-4.1
20200119,S92000003,d,All ages,d,All,d,All,d,15419,15528,-0.7
20200119,S92000003,d,All ages,d,Female,,All,d,8017,7955.5,0.8
20200119,S92000003,d,All ages,d,Male,,All,d,7291,7491,-2.7
20200119,NA,NA,15 - 44,,All,d,All,d,11,22.5,-51.1
20200119,NA,NA,45 - 64,,All,d,All,d,87,88,-1.1
20200119,NA,NA,65 - 74,,All,d,All,d,85,77.5,9.7
20200119,NA,NA,75 - 84,,All,d,All,d,36,35.5,1.4
20200119,NA,NA,85 and over,,All,d,All,d,8,5.5,45.5
20200119,NA,NA,All ages,d,All,d,All,d,227,229,-0.9
20200119,NA,NA,All ages,d,Female,,All,d,99,93,6.5
20200119,NA,NA,All ages,d,Male,,All,d,127,135.5,-6.3
20200126,S08000015,,Under 5,,All,d,All,d,102,103.5,-1.4
20200126,S08000015,,5 - 14,,All,d,All,d,47,47.5,-1.1
20200126,S08000015,,15 - 44,,All,d,All,d,203,196.5,3.3
20200126,S08000015,,45 - 64,,All,d,All,d,224,296,-24.3
20200126,S08000015,,65 - 74,,All,d,All,d,178,223,-20.2
20200126,S08000015,,75 - 84,,All,d,All,d,190,203,-6.4
20200126,S08000015,,85 and over,,All,d,All,d,101,105.5,-4.3
20200126,S08000015,,All ages,d,All,d,All,d,1045,1175,-11.1
20200126,S08000015,,All ages,d,Female,,All,d,559,626,-10.7
20200126,S08000015,,All ages,d,Male,,All,d,476,542,-12.2
20200126,S08000016,,Under 5,,All,d,All,d,21,16.5,27.3
20200126,S08000016,,5 - 14,,All,d,All,d,18,11.5,56.5
20200126,S08000016,,15 - 44,,All,d,All,d,30,32.5,-7.7
20200126,S08000016,,45 - 64,,All,d,All,d,39,48,-18.8
20200126,S08000016,,65 - 74,,All,d,All,d,42,38.5,9.1
20200126,S08000016,,75 - 84,,All,d,All,d,46,56,-17.9
20200126,S08000016,,85 and over,,All,d,All,d,51,46.5,9.7
20200126,S08000016,,All ages,d,All,d,All,d,247,249.5,-1
20200126,S08000016,,All ages,d,Female,,All,d,135,127,6.3
20200126,S08000016,,All ages,d,Male,,All,d,111,121.5,-8.6
20200126,S08000017,,Under 5,,All,d,All,d,36,36,-0
20200126,S08000017,,5 - 14,,All,d,All,d,15,16,-6.2
20200126,S08000017,,15 - 44,,All,d,All,d,64,60.5,5.8
20200126,S08000017,,45 - 64,,All,d,All,d,93,87,6.9
20200126,S08000017,,65 - 74,,All,d,All,d,71,78,-9
20200126,S08000017,,75 - 84,,All,d,All,d,89,105.5,-15.6
20200126,S08000017,,85 and over,,All,d,All,d,54,62,-12.9
20200126,S08000017,,All ages,d,All,d,All,d,422,445,-5.2
20200126,S08000017,,All ages,d,Female,,All,d,208,237,-12.2
20200126,S08000017,,All ages,d,Male,,All,d,207,205.5,0.7
20200126,S08000019,,Under 5,,All,d,All,d,35,65,-46.2
20200126,S08000019,,5 - 14,,All,d,All,d,22,30,-26.7
20200126,S08000019,,15 - 44,,All,d,All,d,186,195,-4.6
20200126,S08000019,,45 - 64,,All,d,All,d,189,217,-12.9
20200126,S08000019,,65 - 74,,All,d,All,d,134,199.5,-32.8
20200126,S08000019,,75 - 84,,All,d,All,d,141,202,-30.2
20200126,S08000019,,85 and over,,All,d,All,d,75,136.5,-45.1
20200126,S08000019,,All ages,d,All,d,All,d,782,1045,-25.2
20200126,S08000019,,All ages,d,Female,,All,d,431,527.5,-18.3
20200126,S08000019,,All ages,d,Male,,All,d,348,509.5,-31.7
20200126,S08000020,,Under 5,,All,d,All,d,107,84,27.4
20200126,S08000020,,5 - 14,,All,d,All,d,56,64.5,-13.2
20200126,S08000020,,15 - 44,,All,d,All,d,235,255.5,-8
20200126,S08000020,,45 - 64,,All,d,All,d,310,323.5,-4.2
20200126,S08000020,,65 - 74,,All,d,All,d,243,239,1.7
20200126,S08000020,,75 - 84,,All,d,All,d,241,241,-0
20200126,S08000020,,85 and over,,All,d,All,d,143,164.5,-13.1
20200126,S08000020,,All ages,d,All,d,All,d,1335,1372,-2.7
20200126,S08000020,,All ages,d,Female,,All,d,690,693,-0.4
20200126,S08000020,,All ages,d,Male,,All,d,641,670,-4.3
20200126,S08000022,,Under 5,,All,d,All,d,66,62.5,5.6
20200126,S08000022,,5 - 14,,All,d,All,d,31,24,29.2
20200126,S08000022,,15 - 44,,All,d,All,d,130,145,-10.3
20200126,S08000022,,45 - 64,,All,d,All,d,173,177,-2.3
20200126,S08000022,,65 - 74,,All,d,All,d,138,149.5,-7.7
20200126,S08000022,,75 - 84,,All,d,All,d,146,144,1.4
20200126,S08000022,,85 and over,,All,d,All,d,91,90,1.1
20200126,S08000022,,All ages,d,All,d,All,d,775,792,-2.1
20200126,S08000022,,All ages,d,Female,,All,d,413,405,2
20200126,S08000022,,All ages,d,Male,,All,d,349,382,-8.6
20200126,S08000024,,Under 5,,All,d,All,d,167,162,3.1
20200126,S08000024,,5 - 14,,All,d,All,d,122,98,24.5
20200126,S08000024,,15 - 44,,All,d,All,d,520,423.5,22.8
20200126,S08000024,,45 - 64,,All,d,All,d,614,570,7.7
20200126,S08000024,,65 - 74,,All,d,All,d,399,340,17.4
20200126,S08000024,,75 - 84,,All,d,All,d,392,353.5,10.9
20200126,S08000024,,85 and over,,All,d,All,d,243,205,18.5
20200126,S08000024,,All ages,d,All,d,All,d,2457,2152,14.2
20200126,S08000024,,All ages,d,Female,,All,d,1299,1109,17.1
20200126,S08000024,,All ages,d,Male,,All,d,1125,1025.5,9.7
20200126,S08000025,,15 - 44,,All,d,All,d,5,7,-28.6
20200126,S08000025,,45 - 64,,All,d,All,d,7,11.5,-39.1
20200126,S08000025,,65 - 74,,All,d,All,d,5,8,-37.5
20200126,S08000025,,75 - 84,,All,d,All,d,5,11,-54.5
20200126,S08000025,,All ages,d,All,d,All,d,25,42,-40.5
20200126,S08000025,,All ages,d,Female,,All,d,9,22,-59.1
20200126,S08000025,,All ages,d,Male,,All,d,16,20,-20
20200126,S08000026,,45 - 64,,All,d,All,d,14,9.5,47.4
20200126,S08000026,,65 - 74,,All,d,All,d,10,8,25
20200126,S08000026,,75 - 84,,All,d,All,d,6,7,-14.3
20200126,S08000026,,85 and over,,All,d,All,d,11,3.5,214.3
20200126,S08000026,,All ages,d,All,d,All,d,45,38.5,16.9
20200126,S08000026,,All ages,d,Female,,All,d,21,18,16.7
20200126,S08000026,,All ages,d,Male,,All,d,24,18,33.3
20200126,S08000028,,15 - 44,,All,d,All,d,5,7,-28.6
20200126,S08000028,,45 - 64,,All,d,All,d,13,21.5,-39.5
20200126,S08000028,,65 - 74,,All,d,All,d,10,12.5,-20
20200126,S08000028,,75 - 84,,All,d,All,d,18,18,-0
20200126,S08000028,,85 and over,,All,d,All,d,15,14.5,3.4
20200126,S08000028,,All ages,d,All,d,All,d,65,79.5,-18.2
20200126,S08000028,,All ages,d,Female,,All,d,29,43,-32.6
20200126,S08000028,,All ages,d,Male,,All,d,36,35.5,1.4
20200126,S08000029,,Under 5,,All,d,All,d,67,57,17.5
20200126,S08000029,,5 - 14,,All,d,All,d,33,27.5,20
20200126,S08000029,,15 - 44,,All,d,All,d,187,178.5,4.8
20200126,S08000029,,45 - 64,,All,d,All,d,195,220.5,-11.6
20200126,S08000029,,65 - 74,,All,d,All,d,157,157.5,-0.3
20200126,S08000029,,75 - 84,,All,d,All,d,193,161.5,19.5
20200126,S08000029,,85 and over,,All,d,All,d,108,114.5,-5.7
20200126,S08000029,,All ages,d,All,d,All,d,940,917,2.5
20200126,S08000029,,All ages,d,Female,,All,d,490,479.5,2.2
20200126,S08000029,,All ages,d,Male,,All,d,446,435.5,2.4
20200126,S08000030,,Under 5,,All,d,All,d,91,97.5,-6.7
20200126,S08000030,,5 - 14,,All,d,All,d,52,77,-32.5
20200126,S08000030,,15 - 44,,All,d,All,d,230,239.5,-4
20200126,S08000030,,45 - 64,,All,d,All,d,293,290.5,0.9
20200126,S08000030,,65 - 74,,All,d,All,d,232,228,1.8
20200126,S08000030,,75 - 84,,All,d,All,d,238,225,5.8
20200126,S08000030,,85 and over,,All,d,All,d,156,151,3.3
20200126,S08000030,,All ages,d,All,d,All,d,1292,1308.5,-1.3
20200126,S08000030,,All ages,d,Female,,All,d,628,667,-5.8
20200126,S08000030,,All ages,d,Male,,All,d,650,638.5,1.8
20200126,S08000031,,Under 5,,All,d,All,d,313,293,6.8
20200126,S08000031,,5 - 14,,All,d,All,d,206,160.5,28.3
20200126,S08000031,,15 - 44,,All,d,All,d,847,798.5,6.1
20200126,S08000031,,45 - 64,,All,d,All,d,1095,1118.5,-2.1
20200126,S08000031,,65 - 74,,All,d,All,d,682,692.5,-1.5
20200126,S08000031,,75 - 84,,All,d,All,d,644,659,-2.3
20200126,S08000031,,85 and over,,All,d,All,d,383,404.5,-5.3
20200126,S08000031,,All ages,d,All,d,All,d,4170,4126.5,1.1
20200126,S08000031,,All ages,d,Female,,All,d,2200,2153,2.2
20200126,S08000031,,All ages,d,Male,,All,d,1904,1936.5,-1.7
20200126,S08000032,,Under 5,,All,d,All,d,139,204,-31.9
20200126,S08000032,,5 - 14,,All,d,All,d,46,58.5,-21.4
20200126,S08000032,,15 - 44,,All,d,All,d,325,358,-9.2
20200126,S08000032,,45 - 64,,All,d,All,d,411,468.5,-12.3
20200126,S08000032,,65 - 74,,All,d,All,d,263,310,-15.2
20200126,S08000032,,75 - 84,,All,d,All,d,308,292.5,5.3
20200126,S08000032,,85 and over,,All,d,All,d,133,140,-5
20200126,S08000032,,All ages,d,All,d,All,d,1625,1831.5,-11.3
20200126,S08000032,,All ages,d,Female,,All,d,824,940,-12.3
20200126,S08000032,,All ages,d,Male,,All,d,713,841,-15.2
20200126,S92000003,d,Under 5,,All,d,All,d,1146,1187,-3.5
20200126,S92000003,d,5 - 14,,All,d,All,d,651,620,5
20200126,S92000003,d,15 - 44,,All,d,All,d,2988,2922.5,2.2
20200126,S92000003,d,45 - 64,,All,d,All,d,3760,3946,-4.7
20200126,S92000003,d,65 - 74,,All,d,All,d,2624,2771,-5.3
20200126,S92000003,d,75 - 84,,All,d,All,d,2705,2728,-0.8
20200126,S92000003,d,85 and over,,All,d,All,d,1571,1648,-4.7
20200126,S92000003,d,All ages,d,All,d,All,d,15445,15822.5,-2.4
20200126,S92000003,d,All ages,d,Female,,All,d,8036,8149.5,-1.4
20200126,S92000003,d,All ages,d,Male,,All,d,7165,7525,-4.8
20200126,NA,NA,15 - 44,,All,d,All,d,17,19,-10.5
20200126,NA,NA,45 - 64,,All,d,All,d,90,87,3.4
20200126,NA,NA,65 - 74,,All,d,All,d,60,87,-31
20200126,NA,NA,75 - 84,,All,d,All,d,48,49,-2
20200126,NA,NA,85 and over,,All,d,All,d,5,6.5,-23.1
20200126,NA,NA,All ages,d,All,d,All,d,220,248.5,-11.5
20200126,NA,NA,All ages,d,Female,,All,d,100,102.5,-2.4
20200126,NA,NA,All ages,d,Male,,All,d,119,144,-17.4
20200202,S08000015,,Under 5,,All,d,All,d,91,109.5,-16.9
20200202,S08000015,,5 - 14,,All,d,All,d,65,46.5,39.8
20200202,S08000015,,15 - 44,,All,d,All,d,177,213,-16.9
20200202,S08000015,,45 - 64,,All,d,All,d,260,276.5,-6
20200202,S08000015,,65 - 74,,All,d,All,d,191,203.5,-6.1
20200202,S08000015,,75 - 84,,All,d,All,d,186,208,-10.6
20200202,S08000015,,85 and over,,All,d,All,d,82,96.5,-15
20200202,S08000015,,All ages,d,All,d,All,d,1052,1153.5,-8.8
20200202,S08000015,,All ages,d,Female,,All,d,533,581.5,-8.3
20200202,S08000015,,All ages,d,Male,,All,d,508,568,-10.6
20200202,S08000016,,Under 5,,All,d,All,d,27,24,12.5
20200202,S08000016,,5 - 14,,All,d,All,d,9,11,-18.2
20200202,S08000016,,15 - 44,,All,d,All,d,29,29.5,-1.7
20200202,S08000016,,45 - 64,,All,d,All,d,50,49,2
20200202,S08000016,,65 - 74,,All,d,All,d,48,43,11.6
20200202,S08000016,,75 - 84,,All,d,All,d,62,56.5,9.7
20200202,S08000016,,85 and over,,All,d,All,d,36,43,-16.3
20200202,S08000016,,All ages,d,All,d,All,d,261,256,2
20200202,S08000016,,All ages,d,Female,,All,d,129,121.5,6.2
20200202,S08000016,,All ages,d,Male,,All,d,131,132,-0.8
20200202,S08000017,,Under 5,,All,d,All,d,43,33.5,28.4
20200202,S08000017,,5 - 14,,All,d,All,d,15,18.5,-18.9
20200202,S08000017,,15 - 44,,All,d,All,d,66,71.5,-7.7
20200202,S08000017,,45 - 64,,All,d,All,d,89,91.5,-2.7
20200202,S08000017,,65 - 74,,All,d,All,d,72,89.5,-19.6
20200202,S08000017,,75 - 84,,All,d,All,d,77,97.5,-21
20200202,S08000017,,85 and over,,All,d,All,d,71,53,34
20200202,S08000017,,All ages,d,All,d,All,d,433,455,-4.8
20200202,S08000017,,All ages,d,Female,,All,d,224,242,-7.4
20200202,S08000017,,All ages,d,Male,,All,d,196,210,-6.7
20200202,S08000019,,Under 5,,All,d,All,d,48,54,-11.1
20200202,S08000019,,5 - 14,,All,d,All,d,41,27.5,49.1
20200202,S08000019,,15 - 44,,All,d,All,d,158,179.5,-12
20200202,S08000019,,45 - 64,,All,d,All,d,184,226,-18.6
20200202,S08000019,,65 - 74,,All,d,All,d,130,173,-24.9
20200202,S08000019,,75 - 84,,All,d,All,d,144,211.5,-31.9
20200202,S08000019,,85 and over,,All,d,All,d,81,139,-41.7
20200202,S08000019,,All ages,d,All,d,All,d,786,1010.5,-22.2
20200202,S08000019,,All ages,d,Female,,All,d,428,529.5,-19.2
20200202,S08000019,,All ages,d,Male,,All,d,355,475,-25.3
20200202,S08000020,,Under 5,,All,d,All,d,98,105,-6.7
20200202,S08000020,,5 - 14,,All,d,All,d,74,60.5,22.3
20200202,S08000020,,15 - 44,,All,d,All,d,260,236.5,9.9
20200202,S08000020,,45 - 64,,All,d,All,d,324,316.5,2.4
20200202,S08000020,,65 - 74,,All,d,All,d,233,205.5,13.4
20200202,S08000020,,75 - 84,,All,d,All,d,239,257.5,-7.2
20200202,S08000020,,85 and over,,All,d,All,d,145,143.5,1
20200202,S08000020,,All ages,d,All,d,All,d,1373,1325,3.6
20200202,S08000020,,All ages,d,Female,,All,d,690,680.5,1.4
20200202,S08000020,,All ages,d,Male,,All,d,678,635,6.8
20200202,S08000022,,Under 5,,All,d,All,d,55,53,3.8
20200202,S08000022,,5 - 14,,All,d,All,d,30,31,-3.2
20200202,S08000022,,15 - 44,,All,d,All,d,119,135.5,-12.2
20200202,S08000022,,45 - 64,,All,d,All,d,196,179,9.5
20200202,S08000022,,65 - 74,,All,d,All,d,141,153,-7.8
20200202,S08000022,,75 - 84,,All,d,All,d,152,161.5,-5.9
20200202,S08000022,,85 and over,,All,d,All,d,77,91,-15.4
20200202,S08000022,,All ages,d,All,d,All,d,770,804,-4.2
20200202,S08000022,,All ages,d,Female,,All,d,398,417,-4.6
20200202,S08000022,,All ages,d,Male,,All,d,362,382,-5.2
20200202,S08000024,,Under 5,,All,d,All,d,152,157,-3.2
20200202,S08000024,,5 - 14,,All,d,All,d,114,107,6.5
20200202,S08000024,,15 - 44,,All,d,All,d,519,456.5,13.7
20200202,S08000024,,45 - 64,,All,d,All,d,613,578.5,6
20200202,S08000024,,65 - 74,,All,d,All,d,407,351,16
20200202,S08000024,,75 - 84,,All,d,All,d,384,354,8.5
20200202,S08000024,,85 and over,,All,d,All,d,234,207,13
20200202,S08000024,,All ages,d,All,d,All,d,2423,2211,9.6
20200202,S08000024,,All ages,d,Female,,All,d,1252,1132.5,10.6
20200202,S08000024,,All ages,d,Male,,All,d,1149,1056,8.8
20200202,S08000025,,15 - 44,,All,d,All,d,7,7,-0
20200202,S08000025,,45 - 64,,All,d,All,d,7,6.5,7.7
20200202,S08000025,,65 - 74,,All,d,All,d,7,7.5,-6.7
20200202,S08000025,,75 - 84,,All,d,All,d,10,9.5,5.3
20200202,S08000025,,85 and over,,All,d,All,d,6,7.5,-20
20200202,S08000025,,All ages,d,All,d,All,d,37,39.5,-6.3
20200202,S08000025,,All ages,d,Female,,All,d,22,21,4.8
20200202,S08000025,,All ages,d,Male,,All,d,15,18,-16.7
20200202,S08000026,,15 - 44,,All,d,All,d,9,7,28.6
20200202,S08000026,,45 - 64,,All,d,All,d,6,12,-50
20200202,S08000026,,65 - 74,,All,d,All,d,8,11.5,-30.4
20200202,S08000026,,75 - 84,,All,d,All,d,7,9,-22.2
20200202,S08000026,,85 and over,,All,d,All,d,7,7,-0
20200202,S08000026,,All ages,d,All,d,All,d,39,48,-18.8
20200202,S08000026,,All ages,d,Female,,All,d,17,19,-10.5
20200202,S08000026,,All ages,d,Male,,All,d,21,27.5,-23.6
20200202,S08000028,,45 - 64,,All,d,All,d,20,19.5,2.6
20200202,S08000028,,65 - 74,,All,d,All,d,18,21,-14.3
20200202,S08000028,,75 - 84,,All,d,All,d,21,16.5,27.3
20200202,S08000028,,85 and over,,All,d,All,d,8,12.5,-36
20200202,S08000028,,All ages,d,All,d,All,d,76,87.5,-13.1
20200202,S08000028,,All ages,d,Female,,All,d,39,47,-17
20200202,S08000028,,All ages,d,Male,,All,d,37,39.5,-6.3
20200202,S08000029,,Under 5,,All,d,All,d,75,73.5,2
20200202,S08000029,,5 - 14,,All,d,All,d,46,29,58.6
20200202,S08000029,,15 - 44,,All,d,All,d,168,178.5,-5.9
20200202,S08000029,,45 - 64,,All,d,All,d,216,211.5,2.1
20200202,S08000029,,65 - 74,,All,d,All,d,141,152.5,-7.5
20200202,S08000029,,75 - 84,,All,d,All,d,177,164.5,7.6
20200202,S08000029,,85 and over,,All,d,All,d,117,110,6.4
20200202,S08000029,,All ages,d,All,d,All,d,940,919.5,2.2
20200202,S08000029,,All ages,d,Female,,All,d,508,475,6.9
20200202,S08000029,,All ages,d,Male,,All,d,428,440.5,-2.8
20200202,S08000030,,Under 5,,All,d,All,d,86,103,-16.5
20200202,S08000030,,5 - 14,,All,d,All,d,69,65.5,5.3
20200202,S08000030,,15 - 44,,All,d,All,d,238,218,9.2
20200202,S08000030,,45 - 64,,All,d,All,d,271,285.5,-5.1
20200202,S08000030,,65 - 74,,All,d,All,d,240,205.5,16.8
20200202,S08000030,,75 - 84,,All,d,All,d,230,225.5,2
20200202,S08000030,,85 and over,,All,d,All,d,163,182.5,-10.7
20200202,S08000030,,All ages,d,All,d,All,d,1297,1285.5,0.9
20200202,S08000030,,All ages,d,Female,,All,d,648,648.5,-0.1
20200202,S08000030,,All ages,d,Male,,All,d,641,635,0.9
20200202,S08000031,,Under 5,,All,d,All,d,311,286.5,8.6
20200202,S08000031,,5 - 14,,All,d,All,d,176,176.5,-0.3
20200202,S08000031,,15 - 44,,All,d,All,d,878,843,4.2
20200202,S08000031,,45 - 64,,All,d,All,d,1051,1123.5,-6.5
20200202,S08000031,,65 - 74,,All,d,All,d,711,668.5,6.4
20200202,S08000031,,75 - 84,,All,d,All,d,673,683,-1.5
20200202,S08000031,,85 and over,,All,d,All,d,402,413.5,-2.8
20200202,S08000031,,All ages,d,All,d,All,d,4202,4194.5,0.2
20200202,S08000031,,All ages,d,Female,,All,d,2183,2185.5,-0.1
20200202,S08000031,,All ages,d,Male,,All,d,1946,1978.5,-1.6
20200202,S08000032,,Under 5,,All,d,All,d,157,156.5,0.3
20200202,S08000032,,5 - 14,,All,d,All,d,46,69,-33.3
20200202,S08000032,,15 - 44,,All,d,All,d,382,354,7.9
20200202,S08000032,,45 - 64,,All,d,All,d,479,465.5,2.9
20200202,S08000032,,65 - 74,,All,d,All,d,298,313,-4.8
20200202,S08000032,,75 - 84,,All,d,All,d,309,289.5,6.7
20200202,S08000032,,85 and over,,All,d,All,d,140,139.5,0.4
20200202,S08000032,,All ages,d,All,d,All,d,1811,1787,1.3
20200202,S08000032,,All ages,d,Female,,All,d,930,932,-0.2
20200202,S08000032,,All ages,d,Male,,All,d,777,811,-4.2
20200202,S92000003,d,Under 5,,All,d,All,d,1147,1160.5,-1.2
20200202,S92000003,d,5 - 14,,All,d,All,d,688,646.5,6.4
20200202,S92000003,d,15 - 44,,All,d,All,d,3025,2962.5,2.1
20200202,S92000003,d,45 - 64,,All,d,All,d,3854,3930.5,-1.9
20200202,S92000003,d,65 - 74,,All,d,All,d,2727,2660.5,2.5
20200202,S92000003,d,75 - 84,,All,d,All,d,2710,2790,-2.9
20200202,S92000003,d,85 and over,,All,d,All,d,1575,1650,-4.5
20200202,S92000003,d,All ages,d,All,d,All,d,15726,15800.5,-0.5
20200202,S92000003,d,All ages,d,Female,,All,d,8084,8128.5,-0.5
20200202,S92000003,d,All ages,d,Male,,All,d,7387,7535.5,-2
20200202,NA,NA,15 - 44,,All,d,All,d,11,21.5,-48.8
20200202,NA,NA,45 - 64,,All,d,All,d,88,89.5,-1.7
20200202,NA,NA,65 - 74,,All,d,All,d,82,62.5,31.2
20200202,NA,NA,75 - 84,,All,d,All,d,39,46,-15.2
20200202,NA,NA,85 and over,,All,d,All,d,6,4.5,33.3
20200202,NA,NA,All ages,d,All,d,All,d,226,224,0.9
20200202,NA,NA,All ages,d,Female,,All,d,83,96,-13.5
20200202,NA,NA,All ages,d,Male,,All,d,143,127.5,12.2
20200209,S08000015,,Under 5,,All,d,All,d,71,110.5,-35.7
20200209,S08000015,,5 - 14,,All,d,All,d,42,45.5,-7.7
20200209,S08000015,,15 - 44,,All,d,All,d,175,199,-12.1
20200209,S08000015,,45 - 64,,All,d,All,d,259,286.5,-9.6
20200209,S08000015,,65 - 74,,All,d,All,d,194,211,-8.1
20200209,S08000015,,75 - 84,,All,d,All,d,157,191,-17.8
20200209,S08000015,,85 and over,,All,d,All,d,105,113.5,-7.5
20200209,S08000015,,All ages,d,All,d,All,d,1003,1157,-13.3
20200209,S08000015,,All ages,d,Female,,All,d,517,589.5,-12.3
20200209,S08000015,,All ages,d,Male,,All,d,480,562.5,-14.7
20200209,S08000016,,Under 5,,All,d,All,d,27,26.5,1.9
20200209,S08000016,,5 - 14,,All,d,All,d,11,13.5,-18.5
20200209,S08000016,,15 - 44,,All,d,All,d,27,30.5,-11.5
20200209,S08000016,,45 - 64,,All,d,All,d,57,59.5,-4.2
20200209,S08000016,,65 - 74,,All,d,All,d,41,46,-10.9
20200209,S08000016,,75 - 84,,All,d,All,d,56,68,-17.6
20200209,S08000016,,85 and over,,All,d,All,d,40,53,-24.5
20200209,S08000016,,All ages,d,All,d,All,d,259,297,-12.8
20200209,S08000016,,All ages,d,Female,,All,d,134,152,-11.8
20200209,S08000016,,All ages,d,Male,,All,d,124,144,-13.9
20200209,S08000017,,Under 5,,All,d,All,d,40,37.5,6.7
20200209,S08000017,,5 - 14,,All,d,All,d,16,26.5,-39.6
20200209,S08000017,,15 - 44,,All,d,All,d,52,70,-25.7
20200209,S08000017,,45 - 64,,All,d,All,d,82,99.5,-17.6
20200209,S08000017,,65 - 74,,All,d,All,d,62,84.5,-26.6
20200209,S08000017,,75 - 84,,All,d,All,d,69,91.5,-24.6
20200209,S08000017,,85 and over,,All,d,All,d,67,57.5,16.5
20200209,S08000017,,All ages,d,All,d,All,d,388,467,-16.9
20200209,S08000017,,All ages,d,Female,,All,d,219,252.5,-13.3
20200209,S08000017,,All ages,d,Male,,All,d,160,210,-23.8
20200209,S08000019,,Under 5,,All,d,All,d,44,62.5,-29.6
20200209,S08000019,,5 - 14,,All,d,All,d,24,25.5,-5.9
20200209,S08000019,,15 - 44,,All,d,All,d,187,190.5,-1.8
20200209,S08000019,,45 - 64,,All,d,All,d,144,216,-33.3
20200209,S08000019,,65 - 74,,All,d,All,d,140,173,-19.1
20200209,S08000019,,75 - 84,,All,d,All,d,144,197,-26.9
20200209,S08000019,,85 and over,,All,d,All,d,68,107,-36.4
20200209,S08000019,,All ages,d,All,d,All,d,751,971.5,-22.7
20200209,S08000019,,All ages,d,Female,,All,d,414,516.5,-19.8
20200209,S08000019,,All ages,d,Male,,All,d,329,447.5,-26.5
20200209,S08000020,,Under 5,,All,d,All,d,101,111,-9
20200209,S08000020,,5 - 14,,All,d,All,d,73,58.5,24.8
20200209,S08000020,,15 - 44,,All,d,All,d,238,230.5,3.3
20200209,S08000020,,45 - 64,,All,d,All,d,302,333.5,-9.4
20200209,S08000020,,65 - 74,,All,d,All,d,240,240.5,-0.2
20200209,S08000020,,75 - 84,,All,d,All,d,244,220.5,10.7
20200209,S08000020,,85 and over,,All,d,All,d,166,174.5,-4.9
20200209,S08000020,,All ages,d,All,d,All,d,1364,1369,-0.4
20200209,S08000020,,All ages,d,Female,,All,d,691,676.5,2.1
20200209,S08000020,,All ages,d,Male,,All,d,657,678.5,-3.2
20200209,S08000022,,Under 5,,All,d,All,d,43,51.5,-16.5
20200209,S08000022,,5 - 14,,All,d,All,d,27,26,3.8
20200209,S08000022,,15 - 44,,All,d,All,d,159,139,14.4
20200209,S08000022,,45 - 64,,All,d,All,d,181,198,-8.6
20200209,S08000022,,65 - 74,,All,d,All,d,124,139.5,-11.1
20200209,S08000022,,75 - 84,,All,d,All,d,155,142,9.2
20200209,S08000022,,85 and over,,All,d,All,d,87,94,-7.4
20200209,S08000022,,All ages,d,All,d,All,d,776,790,-1.8
20200209,S08000022,,All ages,d,Female,,All,d,404,400.5,0.9
20200209,S08000022,,All ages,d,Male,,All,d,354,378.5,-6.5
20200209,S08000024,,Under 5,,All,d,All,d,148,164,-9.8
20200209,S08000024,,5 - 14,,All,d,All,d,102,93,9.7
20200209,S08000024,,15 - 44,,All,d,All,d,504,429.5,17.3
20200209,S08000024,,45 - 64,,All,d,All,d,626,577.5,8.4
